"hcpcs_code","hcpcs_description","ccs_code","ccs_desc"
"43499","Esophagus procedure",94,"Other OR upper GI therapeutic procedures"
"43500","Removal of foreign body from stomach",94,"Other OR upper GI therapeutic procedures"
"43605","Biopsy of stomach",89,"Exploratory laparotomy"
"43631","Partial removal of stomach",74,"Gastrectomy, partial and total"
"43644","Bypass operation of stomach using an endoscope",244,"Gastric bypass and volume reduction"
"43645","Bypass operation of stomach reconstruction of small bowel using an endoscope",244,"Gastric bypass and volume reduction"
"43647","Replacement of stimulator electrodes in upper stomach using an endoscope",94,"Other OR upper GI therapeutic procedures"
"43653","Creation of stomach feeding tube using an endoscope",71,"Gastrostomy, temporary and permanent"
"43659","Stomach procedure using an endoscope",87,"Laparoscopy"
"43752","Insertion of nasal or oral stomach tube using fluoroscopic guidance",221,"Nasogastric tube"
"43753","Insertion of stomach tube and aspiration of gastric contents",221,"Nasogastric tube"
"43754","Diagnostic insertion of stomach tube and aspiration of gastric contents",221,"Nasogastric tube"
"43756","Diagnostic insertion of small bowel tube and specimen collection using imaging guidance",221,"Nasogastric tube"
"43757","Diagnostic insertion of small bowel tube and multiple specimen collection using imaging guidance",221,"Nasogastric tube"
"43760","Change of stomach feeding",71,"Gastrostomy, temporary and permanent"
"43761","Repositioning of stomach feeding tube",94,"Other OR upper GI therapeutic procedures"
"43770","Insertion of adjustable stomach bypass device using an endoscope",244,"Gastric bypass and volume reduction"
"43774","Removal of stomach bypass device using an endoscope",244,"Gastric bypass and volume reduction"
"43820","Partial removal of stomach",94,"Other OR upper GI therapeutic procedures"
"43830","Incision for insertion of stomach feeding tube",71,"Gastrostomy, temporary and permanent"
"43832","Creation of stomach feeding tube",71,"Gastrostomy, temporary and permanent"
"43845","Partial removal of stomach",244,"Gastric bypass and volume reduction"
"43846","Partial removal of stomach",244,"Gastric bypass and volume reduction"
"43870","Closure of skin opening to stomach",94,"Other OR upper GI therapeutic procedures"
"43880","Closure of abnormal drainage tract from stomach to large bowel",94,"Other OR upper GI therapeutic procedures"
"43881","Replacement of stimulator electrodes in upper stomach",94,"Other OR upper GI therapeutic procedures"
"43999","Procedure of stomach",94,"Other OR upper GI therapeutic procedures"
"44005","Release of intestinal scar tissue",90,"Excision, lysis peritoneal adhesions"
"44010","Biopsy or foreign body removal in small bowel",92,"Other bowel diagnostic procedures"
"44015","Insertion of feeding tube or catheter into upper small bowel",73,"Ileostomy and other enterostomy"
"44050","Incisional repair of twisted or herniated small bowel",96,"Other OR lower GI therapeutic procedures"
"44055","Incisional correction of abnormal rotation of small bowel",96,"Other OR lower GI therapeutic procedures"
"44100","Biopsy of small bowel by capsule or tube",92,"Other bowel diagnostic procedures"
"44110","Removal of growth of small or large bowels",79,"Local excision of large intestine lesion (not endoscopic)"
"44120","Partial removal of small bowel",75,"Small bowel resection"
"44130","Relocation of small bowel with creation of an ostomy",73,"Ileostomy and other enterostomy"
"44139","Release of large bowel from spleen and abdominal wall",78,"Colorectal resection"
"44140","Partial removal of large bowel",78,"Colorectal resection"
"44141","Partial removal of large bowel with creation of colostomy",78,"Colorectal resection"
"44143","Partial removal of large bowel",78,"Colorectal resection"
"44144","Partial removal of large bowel with creation of an ostomy",78,"Colorectal resection"
"44145","Partial removal of large bowel and reattachment to rectum",78,"Colorectal resection"
"44147","Partial removal of large bowel",78,"Colorectal resection"
"44150","Removal of large bowel with creation of an ostomy",78,"Colorectal resection"
"44160","Partial removal of large bowel with creation of drainage tract to skin surface",78,"Colorectal resection"
"44180","Release of small bowel scar tissue using an endoscope",96,"Other OR lower GI therapeutic procedures"
"44186","Creation of small bowel ostomy using an endoscope",73,"Ileostomy and other enterostomy"
"44188","Creation of large bowel ostomy using an endoscope",72,"Colostomy, temporary and permanent"
"44202","Partial removal of small bowel using an endoscope",75,"Small bowel resection"
"44204","Partial removal of large bowel using an endoscope",78,"Colorectal resection"
"44205","Partial removal of large bowel with creation of an ostomy using an endoscope",78,"Colorectal resection"
"44207","Partial removal of large bowel with creation of drainage tract to skin surface using an endoscope",78,"Colorectal resection"
"44213","Partial release of large bowel using an endoscope",78,"Colorectal resection"
"44300","Insertion of small bowel feeding tube",73,"Ileostomy and other enterostomy"
"44310","Creation of small bowel feeding tube",73,"Ileostomy and other enterostomy"
"44312","Revision of small bowel ostomy and scar tissue release",73,"Ileostomy and other enterostomy"
"44320","Creation of large bowel drainage tract to skin surface",72,"Colostomy, temporary and permanent"
"44360","Examination of small bowel using an endoscope",70,"Upper gastrointestinal endoscopy, biopsy"
"44361","Biopsy of small bowel using an endoscope",70,"Upper gastrointestinal endoscopy, biopsy"
"44364","Removal of small bowel polyps or growths using an endoscope",99,"Other OR gastrointestinal therapeutic procedures"
"44365","Removal of small bowel polyps or growths using an endoscope",99,"Other OR gastrointestinal therapeutic procedures"
"44366","Control of bleeding in small bowel using an endoscope",99,"Other OR gastrointestinal therapeutic procedures"
"44369","Destruction of small bowel polyps or growths using an endoscope",99,"Other OR gastrointestinal therapeutic procedures"
"44370","Insertion of small bowel stent using an endoscope",96,"Other OR lower GI therapeutic procedures"
"44372","Insertion of feeding tube into small bowel using an endoscope",96,"Other OR lower GI therapeutic procedures"
"44373","Conversion of small bowel tube to stomach tube using an endoscope",71,"Gastrostomy, temporary and permanent"
"44376","Diagnostic examination of small bowel using an endoscope",70,"Upper gastrointestinal endoscopy, biopsy"
"44377","Biopsy of small bowel using an endoscope",70,"Upper gastrointestinal endoscopy, biopsy"
"44378","Control of bleeding beyond second portion of small bowel using an endoscope",93,"Other non-OR upper GI therapeutic procedures"
"44380","Diagnostic examination of large bowel using an endoscope",70,"Upper gastrointestinal endoscopy, biopsy"
"44382","Biopsy of large bowel using an endoscope",70,"Upper gastrointestinal endoscopy, biopsy"
"44385","Diagnostic examination of defect in wall of small bowel using an endoscope",70,"Upper gastrointestinal endoscopy, biopsy"
"44386","Biopsy of small bowel pouch using an endoscope",70,"Upper gastrointestinal endoscopy, biopsy"
"44388","Diagnostic examination of large bowel using an endoscope",76,"Colonoscopy and biopsy"
"44389","Biopsy of large bowel through ostomy using an endoscope",76,"Colonoscopy and biopsy"
"44392","Removal of polyps or growths of large bowel through a colostomy using an endoscope",76,"Colonoscopy and biopsy"
"44393","Destruction of large bowel polyps or growths using an endoscope",76,"Colonoscopy and biopsy"
"44394","Removal of large bowel polyps or growths using an endoscope",76,"Colonoscopy and biopsy"
"44500","Oral introduction of long drainage tube into small bowel",98,"Other non-OR gastrointestinal therapeutic procedures"
"44602","Suture of small bowel for perforated ulcer, pouch, wound, injury or rupture",96,"Other OR lower GI therapeutic procedures"
"44603","Suture of multiple small bowel ulcers, defects, wounds, injuries, or rupture",96,"Other OR lower GI therapeutic procedures"
"44604","Suture of large bowel ulcer, defect, wound, injury, or rupture",96,"Other OR lower GI therapeutic procedures"
"44615","Release of small bowel obstruction",94,"Other OR upper GI therapeutic procedures"
"44620","Closure of small or large bowel creation of ostomy",96,"Other OR lower GI therapeutic procedures"
"44625","Closure of small or large bowel ostomy",96,"Other OR lower GI therapeutic procedures"
"44626","Closure of small or large bowel opening at skin surface of abdomen with repair",96,"Other OR lower GI therapeutic procedures"
"44640","Closure of abnormal drainage tract of small bowel",96,"Other OR lower GI therapeutic procedures"
"44700","Suspension of small bowel using mesh or prosthesis",96,"Other OR lower GI therapeutic procedures"
"44701","Irrigation of large bowel during surgery",96,"Other OR lower GI therapeutic procedures"
"44799","Large bowel procedure",96,"Other OR lower GI therapeutic procedures"
"44850","Suture of abdominal cavity tissue",96,"Other OR lower GI therapeutic procedures"
"44955","Removal of appendix",80,"Appendectomy"
"44970","Removal of appendix using an endoscope",80,"Appendectomy"
"45100","Biopsy of rectum",77,"Proctoscopy and anorectal biopsy"
"45130","Repair of prolapsed rectum",78,"Colorectal resection"
"45150","Removal of scar tissue in rectum",96,"Other OR lower GI therapeutic procedures"
"45171","Removal of rectal growth",78,"Colorectal resection"
"45172","Removal of rectal muscle growth",78,"Colorectal resection"
"45190","Destruction of rectal growth",95,"Other non-OR lower GI therapeutic procedures"
"45300","Diagnostic examination of rectum and large bowel using an endoscope",77,"Proctoscopy and anorectal biopsy"
"45303","Dilation of rectum and large bowel using an endoscope",77,"Proctoscopy and anorectal biopsy"
"45305","Biopsy of rectum and large bowel using an endoscope",77,"Proctoscopy and anorectal biopsy"
"45315","Removal of multiple polyps or growths in rectum and large bowel using an endoscope",77,"Proctoscopy and anorectal biopsy"
"45317","Control of bleeding in rectum and large bowel using an endoscope",77,"Proctoscopy and anorectal biopsy"
"45330","Diagnostic examination of large bowel using an endoscope",77,"Proctoscopy and anorectal biopsy"
